target_key,rho,efficacy,collateral,neighbor_count,neighbors_observed,neighbors_full_correct,gap_term
0004a59e-08f5-4597-a4f5-3f1d2620944e,0.95,1.0,0.0,6,6,6,0.0
0004a59e-08f5-4597-a4f5-3f1d2620944e,0.9,1.0,0.0,6,6,6,0.0
0004a59e-08f5-4597-a4f5-3f1d2620944e,0.85,0.0,0.0,6,6,6,1.0
0004a59e-08f5-4597-a4f5-3f1d2620944e,0.8,0.0,0.0,6,6,6,1.0
0004a59e-08f5-4597-a4f5-3f1d2620944e,0.75,1.0,0.0,6,6,6,0.0
0004a59e-08f5-4597-a4f5-3f1d2620944e,0.7,1.0,0.0,6,6,6,0.0
002ccc7a-39c7-4225-826c-041d5f5ae344,0.95,0.0,0.0,8,8,8,1.0
002ccc7a-39c7-4225-826c-041d5f5ae344,0.9,0.0,0.0,8,8,8,1.0
002ccc7a-39c7-4225-826c-041d5f5ae344,0.85,1.0,0.0,8,8,8,0.0
002ccc7a-39c7-4225-826c-041d5f5ae344,0.8,0.0,0.0,8,8,8,1.0
002ccc7a-39c7-4225-826c-041d5f5ae344,0.75,0.0,0.0,8,8,8,1.0
002ccc7a-39c7-4225-826c-041d5f5ae344,0.7,0.0,0.0,8,8,8,1.0
009b44ff-878e-4bd6-bf2b-bd1396ece39e,0.95,1.0,0.0,5,5,5,0.0
009b44ff-878e-4bd6-bf2b-bd1396ece39e,0.9,1.0,0.0,5,5,5,0.0
009b44ff-878e-4bd6-bf2b-bd1396ece39e,0.85,1.0,0.0,5,5,5,0.0
009b44ff-878e-4bd6-bf2b-bd1396ece39e,0.8,1.0,0.0,5,5,5,0.0
009b44ff-878e-4bd6-bf2b-bd1396ece39e,0.75,1.0,0.0,5,5,5,0.0
009b44ff-878e-4bd6-bf2b-bd1396ece39e,0.7,1.0,0.0,5,5,5,0.0
01ce6a94-1c4f-4664-8ef4-07d5dee525d9,0.95,1.0,0.0,5,5,5,0.0
01ce6a94-1c4f-4664-8ef4-07d5dee525d9,0.9,1.0,0.0,5,5,5,0.0
01ce6a94-1c4f-4664-8ef4-07d5dee525d9,0.85,1.0,0.0,5,5,5,0.0
01ce6a94-1c4f-4664-8ef4-07d5dee525d9,0.8,1.0,0.0,5,5,5,0.0
01ce6a94-1c4f-4664-8ef4-07d5dee525d9,0.75,1.0,0.0,5,5,5,0.0
01ce6a94-1c4f-4664-8ef4-07d5dee525d9,0.7,1.0,0.0,5,5,5,0.0
0255884b-7e4c-4103-a55c-30fb9b198ab9,0.95,1.0,0.0,5,5,5,0.0
0255884b-7e4c-4103-a55c-30fb9b198ab9,0.9,1.0,0.0,5,5,5,0.0
0255884b-7e4c-4103-a55c-30fb9b198ab9,0.85,1.0,0.0,5,5,5,0.0
0255884b-7e4c-4103-a55c-30fb9b198ab9,0.8,1.0,0.0,5,5,5,0.0
0255884b-7e4c-4103-a55c-30fb9b198ab9,0.75,1.0,0.0,5,5,5,0.0
0255884b-7e4c-4103-a55c-30fb9b198ab9,0.7,1.0,0.0,5,5,5,0.0
02ed2027-16fc-41bb-ace4-6af660f5482c,0.95,1.0,0.0,5,5,5,0.0
02ed2027-16fc-41bb-ace4-6af660f5482c,0.9,1.0,0.0,5,5,5,0.0
02ed2027-16fc-41bb-ace4-6af660f5482c,0.85,1.0,0.0,5,5,5,0.0
02ed2027-16fc-41bb-ace4-6af660f5482c,0.8,1.0,0.0,5,5,5,0.0
02ed2027-16fc-41bb-ace4-6af660f5482c,0.75,1.0,0.0,5,5,5,0.0
02ed2027-16fc-41bb-ace4-6af660f5482c,0.7,1.0,0.0,5,5,5,0.0
03161dc0-3d38-4457-ab4f-618bdd21fb2c,0.95,0.0,0.0,5,5,5,1.0
03161dc0-3d38-4457-ab4f-618bdd21fb2c,0.9,0.0,0.0,5,5,5,1.0
03161dc0-3d38-4457-ab4f-618bdd21fb2c,0.85,0.0,0.0,5,5,5,1.0
03161dc0-3d38-4457-ab4f-618bdd21fb2c,0.8,0.0,0.0,5,5,5,1.0
03161dc0-3d38-4457-ab4f-618bdd21fb2c,0.75,1.0,0.0,5,5,5,0.0
03161dc0-3d38-4457-ab4f-618bdd21fb2c,0.7,1.0,0.0,5,5,5,0.0
04011add-c9a6-48f4-9b83-c98b4521d425,0.95,1.0,0.0,5,5,5,0.0
04011add-c9a6-48f4-9b83-c98b4521d425,0.9,1.0,0.0,5,5,5,0.0
04011add-c9a6-48f4-9b83-c98b4521d425,0.85,1.0,0.0,5,5,5,0.0
04011add-c9a6-48f4-9b83-c98b4521d425,0.8,1.0,0.0,5,5,5,0.0
04011add-c9a6-48f4-9b83-c98b4521d425,0.75,1.0,0.0,5,5,5,0.0
04011add-c9a6-48f4-9b83-c98b4521d425,0.7,1.0,0.0,5,5,5,0.0
04ccefe0-50e6-41ec-8e3d-3c43a7e51e82,0.95,1.0,0.0,5,5,5,0.0
04ccefe0-50e6-41ec-8e3d-3c43a7e51e82,0.9,1.0,0.0,5,5,5,0.0
04ccefe0-50e6-41ec-8e3d-3c43a7e51e82,0.85,1.0,0.0,5,5,5,0.0
04ccefe0-50e6-41ec-8e3d-3c43a7e51e82,0.8,1.0,0.0,5,5,5,0.0
04ccefe0-50e6-41ec-8e3d-3c43a7e51e82,0.75,1.0,0.0,5,5,5,0.0
04ccefe0-50e6-41ec-8e3d-3c43a7e51e82,0.7,1.0,0.0,5,5,5,0.0
04ddde5e-7b37-4e26-b4e1-f9abd2cdb30e,0.95,0.0,0.0,11,11,11,1.0
04ddde5e-7b37-4e26-b4e1-f9abd2cdb30e,0.9,0.0,0.0,11,11,11,1.0
04ddde5e-7b37-4e26-b4e1-f9abd2cdb30e,0.85,1.0,0.0,11,11,11,0.0
04ddde5e-7b37-4e26-b4e1-f9abd2cdb30e,0.8,1.0,0.0,11,11,11,0.0
04ddde5e-7b37-4e26-b4e1-f9abd2cdb30e,0.75,1.0,0.0,11,11,11,0.0
04ddde5e-7b37-4e26-b4e1-f9abd2cdb30e,0.7,1.0,0.18181818181818182,11,11,11,0.18181818181818182
05c96e03-d471-4074-b219-212ace5e466e,0.95,1.0,0.0,5,5,5,0.0
05c96e03-d471-4074-b219-212ace5e466e,0.9,1.0,0.0,5,5,5,0.0
05c96e03-d471-4074-b219-212ace5e466e,0.85,1.0,0.0,5,5,5,0.0
05c96e03-d471-4074-b219-212ace5e466e,0.8,1.0,0.0,5,5,5,0.0
05c96e03-d471-4074-b219-212ace5e466e,0.75,1.0,0.0,5,5,5,0.0
05c96e03-d471-4074-b219-212ace5e466e,0.7,1.0,0.0,5,5,5,0.0
062ebb5b-1a6f-4e7c-8283-daa9b579efa7,0.95,1.0,0.0,5,5,5,0.0
062ebb5b-1a6f-4e7c-8283-daa9b579efa7,0.9,0.0,0.0,5,5,5,1.0
062ebb5b-1a6f-4e7c-8283-daa9b579efa7,0.85,0.0,0.0,5,5,5,1.0
062ebb5b-1a6f-4e7c-8283-daa9b579efa7,0.8,1.0,0.0,5,5,5,0.0
062ebb5b-1a6f-4e7c-8283-daa9b579efa7,0.75,1.0,0.0,5,5,5,0.0
062ebb5b-1a6f-4e7c-8283-daa9b579efa7,0.7,1.0,0.0,5,5,5,0.0
08422523-29ad-4868-9096-4ef4d2f08768,0.95,1.0,0.0,5,5,5,0.0
08422523-29ad-4868-9096-4ef4d2f08768,0.9,1.0,0.0,5,5,5,0.0
08422523-29ad-4868-9096-4ef4d2f08768,0.85,1.0,0.0,5,5,5,0.0
08422523-29ad-4868-9096-4ef4d2f08768,0.8,1.0,0.0,5,5,5,0.0
