rho,epsilon,template,topology,facts,selected_facts,target_selected_rate,baseline_correct_rate,evasion_rate,post_attack_correct_rate,attack_gain_rate,attack_regression_rate,correct_given_target_selected,gain_given_target_selected
0.85,0.01,verbatim,single,468,302,0.6452991452991453,0.5641025641025641,0.7200854700854701,0.7200854700854701,0.2329059829059829,0.07692307692307693,0.7284768211920529,0.3609271523178808
0.85,0.01,hyphenated,single,468,302,0.6452991452991453,0.5641025641025641,0.25854700854700857,0.25854700854700857,0.004273504273504274,0.30982905982905984,0.013245033112582781,0.006622516556291391
0.85,0.01,letter-spaced,single,468,302,0.6452991452991453,0.5641025641025641,0.25,0.25,0.0,0.3141025641025641,0.0,0.0
0.85,0.01,prefix-cue,single,468,302,0.6452991452991453,0.5641025641025641,0.25,0.25,0.0,0.3141025641025641,0.0,0.0
0.85,0.02,verbatim,single,468,222,0.47435897435897434,0.5641025641025641,0.7072649572649573,0.7072649572649573,0.1987179487179487,0.05555555555555555,0.7072072072072072,0.4189189189189189
0.85,0.02,hyphenated,single,468,222,0.47435897435897434,0.5641025641025641,0.37606837606837606,0.37606837606837606,0.002136752136752137,0.19017094017094016,0.009009009009009009,0.0045045045045045045
0.85,0.02,letter-spaced,single,468,222,0.47435897435897434,0.5641025641025641,0.3717948717948718,0.3717948717948718,0.0,0.19230769230769232,0.0,0.0
0.85,0.02,prefix-cue,single,468,222,0.47435897435897434,0.5641025641025641,0.3717948717948718,0.3717948717948718,0.0,0.19230769230769232,0.0,0.0
0.85,0.05,verbatim,single,468,128,0.27350427350427353,0.5641025641025641,0.6688034188034188,0.6688034188034188,0.13675213675213677,0.03205128205128205,0.6875,0.5
0.85,0.05,hyphenated,single,468,128,0.27350427350427353,0.5641025641025641,0.4829059829059829,0.4829059829059829,0.002136752136752137,0.08333333333333333,0.0078125,0.0078125
0.85,0.05,letter-spaced,single,468,128,0.27350427350427353,0.5641025641025641,0.4807692307692308,0.4807692307692308,0.0,0.08333333333333333,0.0,0.0
0.85,0.05,prefix-cue,single,468,128,0.27350427350427353,0.5641025641025641,0.4807692307692308,0.4807692307692308,0.0,0.08333333333333333,0.0,0.0
